full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score
rclone/rclone,https://github.com/rclone/rclone,Go,56829,2014-03-16T16:19:57Z,0,3,160.02,19.47805555555556,169.6988888888889,409,0.6942,16,0.0,1,1.0,1,0.9,0,14.666,-0.3392,23.47,0.13,0,0.0209,0.0,8861,443050,708880,4430,47258.7,7966.5,1442.07,230731.3,72165.6,78.1
go-gitea/gitea,https://github.com/go-gitea/gitea,Go,55086,2016-11-01T02:13:26Z,0,3,160.0,5.228055555555556,3.1013888888888888,396,0.1411,94,0.0,1,2.0,1,0.88,1,13.838,1.2832,11.55,0.23,108,0.1797,0.0,18676,933800,1494080,9338,99605.3,2070.3,3154.84,504774.9,151378.7,88.6
wagoodman/dive,https://github.com/wagoodman/dive,Go,53822,2018-05-13T15:44:01Z,130,3,160.0,27.51333333333333,293.16791666666666,58,0.7075,85,0.0,1,0.0,1,0.92,0,14.473,0.0,185.56,0.08,0,0.0063,0.0,482,24100,38560,241,2570.7,1595.8,81.38,13020.6,4368.2,59.3
etcd-io/etcd,https://github.com/etcd-io/etcd,Go,51628,2013-07-06T21:57:21Z,0,3,160.0,29.95638888888889,318.0602777777778,374,0.2071,77,0.0,1,1.0,1,0.46,1,11.934,-0.958,17.21,0.17,0,0.0416,0.0,21140,1057000,1691200,10570,112746.7,11203.7,3593.27,574923.4,174719.1,87.9
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,Go,50996,2013-12-26T13:05:46Z,0,3,160.0,13.404583333333337,115.475,443,0.2579,56,0.0,1,2.0,1,0.8,1,14.715,0.4196,19.48,0.07,0,0.1644,0.0,15318,765900,1225440,7659,81696.0,5938.2,2562.08,409932.1,124615.9,87.4
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,Go,50783,2019-05-18T08:53:50Z,5,3,160.19,11.075416666666666,257.1175,77,0.6311,80,0.0,1,1.0,1,0.8,1,11.633,0.2797,109.09,0.53,0,0.0158,0.0,835,41750,66800,417,4453.3,852.8,120.75,19320.6,6346.6,80.8
AlistGo/alist,https://github.com/AlistGo/alist,Go,49353,2020-12-23T17:40:29Z,3,3,160.07,8.009166666666667,193.39916666666667,178,0.6613,53,0.0,1,2.0,1,0.78,0,8.009,0.2238,18.23,0.33,0,0.0049,0.0,2167,108350,173360,1083,11557.3,1425.6,328.69,52589.8,16724.3,78.1
hashicorp/terraform,https://github.com/hashicorp/terraform,Go,48241,2014-03-13T22:25:48Z,0,3,160.01,4.600555555555555,26.302222222222223,349,0.1367,94,0.0,1,1.0,1,0.8,0,17.226,-3.2587,7.89,0.0,0,0.0032,0.0,30185,1509250,2414800,15092,160986.7,1605.6,5222.89,835661.6,248107.4,83.6
gogs/gogs,https://github.com/gogs/gogs,Go,47489,2014-02-12T01:57:08Z,0,3,160.03,24.769583333333333,60.024166666666666,406,0.7014,56,0.0,1,1.0,1,0.6,0,13.224,-2.5105,131.99,0.62,0,0.263,0.0,5643,282150,451440,2821,30096.0,10056.5,1077.45,172391.8,52543.3,78.0
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,Go,46842,2015-09-04T11:42:53Z,0,3,160.03,3.566666666666667,3023.006805555556,81,0.7795,61,0.0,1,0.0,1,0.56,0,9.51,0.0,26.02,0.32,0,0.0251,0.0,5307,265350,424560,2653,28304.0,288.9,1010.19,161630.2,46564.7,77.2
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,Go,46087,2014-09-20T16:37:28Z,7,3,160.0,266.91277777777776,774.1055555555556,75,0.7965,51,0.0,1,1.0,1,1.0,0,14.624,-0.0699,253.55,0.17,0,0.2771,0.0,516,25800,41280,258,2752.0,20018.5,87.42,13986.6,10178.9,69.2
mudler/LocalAI,https://github.com/mudler/LocalAI,Go,45777,2023-03-18T22:58:02Z,0,3,160.0,1.2152777777777777,10.671388888888888,187,0.5963,64,0.0,1,1.0,1,0.98,1,9.836,2.2832,10.09,0.24,0,0.3257,0.0,5284,264200,422720,2642,28181.3,227.3,837.99,134079.0,40974.6,84.0
cli/cli,https://github.com/cli/cli,Go,44024,2019-10-03T15:24:53Z,0,3,160.02,24.14638888888889,3.930277777777778,382,0.2125,87,0.0,1,1.0,1,0.88,1,14.292,1.479,8.79,0.01,0,0.004,0.0,9697,484850,775760,4848,51717.3,9223.9,1585.25,253640.7,79354.0,87.9
milvus-io/milvus,https://github.com/milvus-io/milvus,Go,43961,2019-09-16T06:43:43Z,0,3,160.0,4.829722222222222,36.93902777777778,310,0.075,65,0.0,1,1.0,1,0.28,1,8.507,2.8287,6.99,0.02,0,0.4028,0.0,22782,1139100,1822560,11391,121504.0,1497.2,3886.88,621900.9,185581.3,89.2
spf13/cobra,https://github.com/spf13/cobra,Go,43763,2013-09-03T20:40:26Z,8,3,160.16,7.445,49.185,305,0.1552,55,0.0,1,1.0,1,0.7,0,12.292,0.0629,97.7,0.35,0,0.0019,0.0,1031,51550,82480,515,5498.7,2270.7,150.68,24108.6,8252.3,82.8
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,Go,41815,2020-01-10T21:04:03Z,1,3,160.09,2.3344444444444443,349.92569444444445,145,0.4333,56,0.0,1,1.0,1,0.76,0,14.628,-0.0944,25.13,0.09,0,0.0,0.0,1747,87350,139760,873,9317.3,338.5,262.14,41942.8,13148.8,80.6
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,Go,41020,2024-01-03T23:18:31Z,1,3,160.05,13.52125,17.64763888888889,219,0.3535,58,0.0,1,1.0,1,0.88,0,14.1,-1.8636,2.86,0.14,0,0.2871,0.0,3185,159250,254800,1592,16986.7,2961.2,492.49,78797.9,25141.3,81.4
pingcap/tidb,https://github.com/pingcap/tidb,Go,40020,2015-09-06T04:01:52Z,0,3,160.0,1.2652777777777775,50.88458333333333,392,0.0574,83,0.0,1,3.0,1,0.9,1,12.893,0.8077,22.37,0.11,0,0.0582,0.0,26504,1325200,2120320,13252,141354.7,496.0,4556.24,728998.6,216625.9,89.4
evanw/esbuild,https://github.com/evanw/esbuild,Go,39861,2016-06-14T16:08:50Z,21,3,160.0,15.28361111111111,104.01305555555555,119,0.9577,56,0.0,1,1.0,1,0.94,0,15.57,-0.0944,19.41,0.25,0,0.2475,0.0,4420,221000,353600,2210,23573.3,1818.7,833.69,133390.3,39010.3,73.7
go-gorm/gorm,https://github.com/go-gorm/gorm,Go,39706,2013-10-25T08:31:38Z,32,3,160.06,12.725277777777778,720.1322222222223,421,0.7058,67,0.0,1,1.5,1,1.0,1,17.395,0.028,447.92,0.27,0,0.0013,0.0,2689,134450,215120,1344,14341.3,5357.3,494.74,79159.2,24609.7,80.3
gofiber/fiber,https://github.com/gofiber/fiber,Go,39640,2020-01-16T03:59:20Z,0,3,160.04,0.5344444444444445,46.73416666666667,404,0.3439,25,0.0,1,1.0,1,0.8,0,10.824,-2.0734,41.75,0.26,0,0.001,0.0,4155,207750,332400,2077,22160.0,215.9,651.07,104171.6,31979.1,81.6
photoprism/photoprism,https://github.com/photoprism/photoprism,Go,39569,2018-01-27T12:00:15Z,0,3,160.0,14.398055555555556,229.13416666666663,183,0.7985,74,0.0,1,1.5,1,1.0,0,15.024,-2.1224,51.09,0.34,2,0.2021,0.0,12510,625500,1000800,6255,66720.0,2634.8,2485.6,397695.9,113689.6,77.0
istio/istio,https://github.com/istio/istio,Go,38148,2016-11-18T23:57:21Z,0,3,160.01,1.1677777777777778,57.33097222222222,366,0.1741,78,0.0,1,1.0,1,1.0,1,11.848,1.3846,8.59,0.09,0,0.0195,0.0,22985,1149250,1838800,11492,122586.7,427.4,3923.25,627720.7,186965.7,88.3
XTLS/Xray-core,https://github.com/XTLS/Xray-core,Go,37773,2020-11-09T11:23:10Z,0,3,160.0,29.721944444444443,2.330277777777778,209,0.2943,69,0.0,1,1.0,1,0.88,0,7.569,0.4196,15.03,0.38,0,0.003,0.0,1376,68800,110080,688,7338.7,6211.9,204.02,32643.7,12061.7,82.1
juanfont/headscale,https://github.com/juanfont/headscale,Go,37741,2020-06-21T09:21:05Z,1,3,160.04,19.54111111111111,64.9713888888889,226,0.5125,90,0.0,1,1.0,1,0.38,0,16.162,0.5175,29.48,0.08,0,0.0161,0.0,3889,194450,311120,1944,20741.3,4416.3,607.38,97180.6,31131.7,79.8
docker/compose,https://github.com/docker/compose,Go,37315,2013-12-09T11:40:58Z,1,3,160.03,5.426527777777778,46.431666666666665,246,0.2883,72,0.0,1,2.0,1,0.36,0,15.248,0.3601,9.22,0.01,0,0.0301,0.0,5155,257750,412400,2577,27493.3,1334.9,816.53,130644.1,40275.9,82.0
hashicorp/vault,https://github.com/hashicorp/vault,Go,35488,2015-02-25T00:15:59Z,0,3,160.0,2.6394444444444445,21.46458333333333,388,0.199,53,0.0,1,3.0,1,0.44,0,14.044,0.9755,12.92,0.0,0,0.3229,0.0,20370,1018500,1629600,10185,108640.0,1024.1,3455.97,552955.7,165218.4,83.0
harness/harness,https://github.com/harness/harness,Go,35194,2014-02-07T07:54:44Z,0,3,160.04,6.585,475.27777777777777,74,0.0958,77,0.0,1,1.5,1,0.04,1,6.822,-0.5699,34.85,0.04,0,0.4068,0.0,3947,197350,315760,1973,21050.7,487.3,616.89,98703.0,30412.1,89.0
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,Go,35148,2022-07-19T15:44:52Z,0,3,160.03,0.3158333333333333,10.756388888888887,106,0.4481,3,0.0,1,1.0,1,0.96,0,7.135,0.2622,8.87,0.0,0,0.3452,0.0,4651,232550,372080,2325,24805.3,33.5,732.91,117266.3,35866.0,80.5
schollz/croc,https://github.com/schollz/croc,Go,34756,2017-10-17T15:20:18Z,10,3,160.08,3.4072222222222224,190.04611111111112,116,0.8766,67,0.0,1,1.0,1,0.9,0,12.107,-0.0629,32.26,0.22,0,0.1,0.0,2083,104150,166640,1041,11109.3,395.2,378.39,60541.7,17781.5,75.4
aquasecurity/trivy,https://github.com/aquasecurity/trivy,Go,34683,2019-04-11T01:01:07Z,0,3,160.0,16.038055555555555,24.474722222222223,443,0.263,79,0.0,1,1.0,1,0.92,0,9.071,-0.6573,256.44,0.07,0,0.0135,0.0,3338,166900,267040,1669,17802.7,7104.9,517.36,82777.1,27588.2,82.4
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,Go,34443,2015-09-11T21:21:58Z,0,3,160.0,2.7941666666666665,92.62041666666669,224,0.7038,69,0.0,1,1.0,1,0.96,0,11.853,-0.3636,3.92,0.8,0,0.5772,0.0,2620,131000,209600,1310,13973.3,625.9,481.42,77027.8,22580.0,78.0
wailsapp/wails,https://github.com/wailsapp/wails,Go,33832,2018-12-15T23:14:06Z,0,3,160.0,15.804722222222225,51.446666666666665,308,0.7647,41,0.0,1,1.0,1,0.46,0,12.967,0.2413,5.59,0.36,0,0.3125,0.0,3596,179800,287680,1798,19178.7,4867.9,671.31,107409.2,32531.6,77.4
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,Go,33776,2019-04-15T10:05:54Z,2,3,160.0,3.48375,223.3622222222222,148,0.6378,66,0.0,1,1.0,1,0.92,0,9.889,-0.2622,12.68,0.31,0,0.0017,0.0,6486,324300,518880,3243,34592.0,515.6,1039.22,166274.5,50705.6,78.5
glanceapp/glance,https://github.com/glanceapp/glance,Go,33729,2024-04-27T18:55:38Z,135,3,160.0,45.21388888888889,24.323055555555555,70,0.8373,61,0.0,1,1.0,1,0.94,0,11.677,0.0,16.53,0.21,0,0.4446,0.0,848,42400,67840,424,4522.7,3165.0,147.27,23563.9,7923.6,63.1
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,Go,33676,2016-07-06T10:31:47Z,0,3,160.04,33.93097222222222,29.074583333333333,93,0.2066,42,0.0,1,0.0,1,0.96,0,10.825,0.1469,10.9,0.0,0,0.3652,0.0,4419,220950,353520,2209,23568.0,3155.6,694.58,111132.2,34957.1,82.9
derailed/k9s,https://github.com/derailed/k9s,Go,33461,2019-01-25T18:46:02Z,3,3,160.09,0.0,899.6311111111111,353,0.6453,0,0.0,1,2.0,1,0.64,0,15.275,-0.1259,20.09,0.0,0,0.0023,0.0,1731,86550,138480,865,9232.0,0.0,259.62,41539.5,12923.9,78.3
restic/restic,https://github.com/restic/restic,Go,33264,2014-04-27T14:07:58Z,23,3,160.0,11.384444444444444,147.61583333333334,400,0.4453,83,0.0,1,1.5,1,0.48,0,13.99,-1.465,72.22,0.47,0,0.0028,0.0,8950,447500,716000,4475,47733.3,4553.8,1457.28,233165.3,71865.9,78.6
SagerNet/sing-box,https://github.com/SagerNet/sing-box,Go,33053,2022-06-30T13:27:22Z,0,3,160.0,10.144444444444444,61.42916666666667,94,0.9254,51,0.0,1,0.0,1,0.76,1,6.533,1.4755,2.09,0.06,0,0.0343,0.0,2320,116000,185600,1160,12373.3,953.6,423.71,67794.3,20031.6,80.7
zeromicro/go-zero,https://github.com/zeromicro/go-zero,Go,32955,2020-08-07T15:37:57Z,8,3,160.06,1.3663888888888889,59.47152777777778,303,0.6339,61,0.0,1,1.0,1,0.64,0,12.185,-0.014,15.72,0.56,0,0.0274,0.0,2483,124150,198640,1241,13242.7,414.0,379.19,60670.2,18879.6,78.0
k3s-io/k3s,https://github.com/k3s-io/k3s,Go,32849,2018-05-31T01:37:46Z,1,3,160.0,20.904722222222222,187.71541666666667,278,0.2727,82,0.0,1,2.0,1,0.84,1,13.661,-0.035,5.19,0.08,0,0.1049,0.0,3836,191800,306880,1918,20458.7,5811.5,598.69,95790.5,31130.9,87.2
beego/beego,https://github.com/beego/beego,Go,32411,2012-02-29T02:32:08Z,16,3,160.04,1.7127777777777775,1648.875,349,0.4173,53,0.0,1,1.0,1,1.0,1,14.736,-0.007,54.08,0.27,0,0.0021,0.0,4357,217850,348560,2178,23237.3,597.8,684.35,109495.6,33697.1,84.5
labstack/echo,https://github.com/labstack/echo,Go,32344,2015-03-01T17:43:01Z,17,3,160.0,1.689722222222222,43.06111111111111,273,0.5878,35,0.0,1,3.0,1,0.68,0,15.469,-0.6049,64.29,0.19,0,0.0012,0.0,1732,86600,138560,866,9237.3,461.3,259.78,41564.7,13070.0,77.7
cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,Go,32091,2014-02-06T00:18:47Z,0,3,160.0,4.953888888888889,10.569027777777778,308,0.074,88,0.0,1,1.0,1,0.3,0,13.333,-5.6678,0.0,0.0,0,0.0891,0.0,80932,4046600,6474560,40466,431637.3,1525.8,14711.47,2353835.0,687043.4,84.3
kubernetes/minikube,https://github.com/kubernetes/minikube,Go,31725,2016-04-15T22:38:35Z,1,3,160.01,7.585833333333333,2.051944444444445,377,0.2154,84,0.0,1,1.0,1,0.74,1,11.486,-0.542,45.17,0.0,0,0.491,0.0,24019,1200950,1921520,12009,128101.3,2859.9,4108.78,657404.1,196389.4,87.8
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,Go,31713,2014-07-14T16:41:37Z,0,3,160.0,2.9306944444444447,11.007361111111113,390,0.8002,80,0.0,1,1.0,1,0.82,1,12.88,3.1888,9.75,0.14,0,0.1737,0.0,11646,582300,931680,5823,62112.0,1143.0,2305.67,368906.7,105180.2,82.0
containers/podman,https://github.com/containers/podman,Go,31498,2017-11-01T15:01:27Z,1,3,160.0,14.018055555555556,25.07236111111111,416,0.3403,49,0.0,1,2.0,1,0.48,1,9.404,-0.8077,15.33,0.01,3,0.194,0.0,22450,1122500,1796000,11225,119733.3,5831.5,3827.43,612388.3,184093.8,86.5
iawia002/lux,https://github.com/iawia002/lux,Go,31293,2018-02-24T11:29:03Z,26,3,160.23,0.8072222222222222,931.63125,106,0.7277,87,0.0,1,1.0,1,0.24,1,11.385,0.0,79.19,0.07,0,0.1409,0.0,683,34150,54640,341,3642.7,85.6,117.34,18774.7,5602.0,75.8
tailscale/tailscale,https://github.com/tailscale/tailscale,Go,30905,2020-01-31T22:00:03Z,0,3,160.0,3.498611111111111,20.824166666666667,310,0.3561,83,0.0,1,1.0,1,0.9,0,17.171,1.2727,13.3,0.03,0,0.0447,0.0,9204,460200,736320,4602,49088.0,1084.6,1500.74,240118.2,72893.0,81.4
grafana/k6,https://github.com/grafana/k6,Go,30431,2016-03-21T15:30:24Z,0,3,160.0,39.04388888888889,144.2697222222222,228,0.2443,77,0.0,1,2.0,1,0.9,0,14.686,1.035,19.45,0.0,0,0.2123,0.0,8084,404200,646720,4042,43114.7,8902.0,1309.6,209535.4,66135.0,82.6
spf13/viper,https://github.com/spf13/viper,Go,30216,2014-04-02T14:33:33Z,102,3,160.0,217.89277777777775,849.7038888888889,170,0.457,29,0.0,1,1.0,1,0.72,0,12.363,0.0,74.65,0.16,0,0.0211,0.0,674,33700,53920,337,3594.7,37041.8,96.43,15429.2,15995.7,67.0
binwiederhier/ntfy,https://github.com/binwiederhier/ntfy,Go,29870,2021-10-23T19:25:32Z,2,3,160.0,19.8,8.703333333333333,326,0.6002,82,0.0,1,2.0,1,0.78,1,13.864,-1.7657,71.33,0.22,1,0.2863,0.0,2126,106300,170080,1063,11338.7,6454.8,322.16,51545.5,17914.9,83.8
hashicorp/consul,https://github.com/hashicorp/consul,Go,29855,2013-11-04T22:15:27Z,0,3,160.0,3.585833333333333,207.26944444444445,352,0.0966,66,0.0,1,1.0,1,0.68,1,15.262,0.7098,9.59,0.01,0,0.2371,0.0,18712,935600,1496960,9356,99797.3,1262.2,3161.23,505796.6,151436.6,89.0
helm/helm,https://github.com/helm/helm,Go,29733,2015-10-06T01:07:32Z,2,3,160.0,3.8222222222222224,451.9847222222222,372,0.1686,89,0.0,1,2.0,1,0.38,0,14.264,-0.4895,10.77,0.08,0,0.0159,0.0,6780,339000,542400,3390,36160.0,1421.9,1088.73,174197.1,53346.0,83.1
github/github-mcp-server,https://github.com/github/github-mcp-server,Go,29228,2025-03-04T16:42:04Z,0,3,160.0,0.0,96.33111111111111,115,0.2133,0,0.0,1,2.0,1,1.0,0,11.537,-1.021,8.0,0.03,0,0.0381,0.0,736,36800,58880,368,3925.3,0.0,105.77,16922.8,5347.2,78.9
QuantumNous/new-api,https://github.com/QuantumNous/new-api,Go,28723,2023-11-10T19:33:36Z,0,3,160.03,17.97111111111111,2.2447222222222223,229,0.4963,67,0.0,1,1.0,1,0.96,0,6.543,-3.3636,1.76,0.08,0,0.4769,0.0,5289,264450,423120,2644,28208.0,4115.4,838.83,134212.2,42181.1,80.0
sipeed/picoclaw,https://github.com/sipeed/picoclaw,Go,28489,2026-02-04T12:32:35Z,0,3,160.09,8.791944444444445,36.64222222222222,196,0.1102,48,0.0,1,1.0,1,0.86,0,10.134,-7.0839,3.79,0.0,0,0.1032,0.0,1815,90750,145200,907,9680.0,1723.2,272.87,43658.6,14088.7,83.9
micro-editor/micro,https://github.com/micro-editor/micro,Go,28483,2016-03-11T02:06:28Z,1,3,160.0,2.306805555555556,26.53,305,0.6362,70,0.0,1,4.5,1,0.74,0,12.886,-0.0699,149.35,0.38,0,0.0585,0.0,3348,167400,267840,1674,17856.0,703.6,518.98,83037.5,25746.6,78.6
router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,Go,28479,2025-07-01T19:43:27Z,0,3,160.0,1.6155555555555554,6.573888888888888,149,0.5332,62,0.0,1,2.0,1,0.98,1,11.97,-1.7098,0.72,0.25,0,0.0019,0.0,2262,113100,180960,1131,12064.0,240.7,343.83,55013.2,17106.8,84.7
abiosoft/colima,https://github.com/abiosoft/colima,Go,28467,2021-09-04T09:52:22Z,3,3,160.0,0.5473611111111112,17.8775,99,0.8016,62,0.0,1,1.0,1,0.88,0,14.986,-0.7657,53.66,0.18,0,0.0239,0.0,620,31000,49600,310,3306.7,54.2,106.0,16960.6,5061.7,71.0
opentofu/opentofu,https://github.com/opentofu/opentofu,Go,28463,2023-08-16T20:01:36Z,0,3,160.01,3.000833333333333,26.76833333333333,351,0.1411,90,0.0,1,2.0,1,0.86,0,17.231,-0.7308,14.3,0.01,0,0.0898,0.0,28531,1426550,2282480,14265,152165.3,1053.3,4922.8,787648.7,233928.4,83.6
goharbor/harbor,https://github.com/goharbor/harbor,Go,28344,2016-01-28T21:10:28Z,0,3,160.0,19.121388888888887,92.97680555555556,339,0.1767,47,0.0,1,2.0,1,0.52,1,12.488,-0.1748,17.39,0.01,0,0.4724,0.0,10418,520900,833440,5209,55562.7,6482.2,1709.24,273478.6,84421.7,88.2
fyne-io/fyne,https://github.com/fyne-io/fyne,Go,28168,2018-02-04T22:07:16Z,1,3,160.01,13.164166666666668,123.21791666666668,201,0.5414,79,0.0,1,1.0,1,0.64,1,14.567,-0.2972,26.93,0.11,0,0.0458,0.0,11741,587050,939280,5870,62618.7,2646.0,1937.85,310056.0,94114.4,84.5
grafana/loki,https://github.com/grafana/loki,Go,28073,2018-04-16T09:22:48Z,0,3,160.02,4.038611111111111,19.30361111111111,442,0.0629,66,0.0,1,1.0,1,0.5,0,10.37,-0.1434,11.08,0.0,0,0.0355,0.0,8659,432950,692720,4329,46181.3,1785.1,1407.57,225211.7,68668.5,84.4
projectdiscovery/nuclei,https://github.com/projectdiscovery/nuclei,Go,28054,2020-04-03T18:47:11Z,1,3,160.0,14.58388888888889,24.303472222222226,234,0.2275,58,0.0,1,1.0,1,0.44,0,9.527,0.4965,17.96,0.03,0,0.0365,0.0,5034,251700,402720,2517,26848.0,3412.6,796.41,127426.2,39933.0,82.6
authelia/authelia,https://github.com/authelia/authelia,Go,27606,2016-12-07T00:56:57Z,0,3,160.05,0.0,5.114027777777778,274,0.461,0,0.0,1,2.0,1,0.98,0,10.3,2.9825,23.91,0.27,0,0.1481,0.0,3475,173750,278000,1737,18533.3,0.0,539.67,86348.0,26536.2,80.4
cloudreve/cloudreve,https://github.com/cloudreve/cloudreve,Go,27430,2018-02-04T04:56:38Z,10,3,160.0,0.0,5.106388888888889,51,0.8905,0,0.0,1,2.0,1,0.58,0,10.206,-0.4895,12.91,0.18,0,0.0015,0.0,1142,57100,91360,571,6090.7,0.0,201.31,32209.2,9487.2,75.3
Wox-launcher/Wox,https://github.com/Wox-launcher/Wox,Go,26693,2013-12-19T15:49:32Z,0,3,160.0,5.7252777777777775,29.349444444444444,114,0.4947,61,0.0,1,0.0,1,0.82,0,13.641,1.7378,252.72,0.15,0,0.4211,0.0,4506,225300,360480,2253,24032.0,652.7,708.94,113430.7,34897.9,80.1
gitleaks/gitleaks,https://github.com/gitleaks/gitleaks,Go,26265,2018-01-27T18:19:31Z,30,3,160.14,6.183611111111111,62.34236111111112,208,0.5774,50,0.0,1,1.5,1,0.28,0,10.335,0.0035,27.69,0.22,0,0.1704,0.0,1157,57850,92560,578,6170.7,1286.2,170.07,27211.3,8913.5,76.7
openfaas/faas,https://github.com/openfaas/faas,Go,26140,2016-12-22T12:51:39Z,23,3,160.0,0.0,0.0,161,0.7079,0,0.0,1,1.0,1,1.0,0,12.306,-0.0559,119.24,0.12,0,0.1961,0.0,2112,105600,168960,1056,11264.0,0.0,383.92,61427.0,17917.4,76.0
XIU2/CloudflareSpeedTest,https://github.com/XIU2/CloudflareSpeedTest,Go,26113,2020-08-30T14:24:52Z,20,3,160.4,0.0,0.0,13,0.8866,0,0.0,1,4.0,0,0.0,0,6.826,0.0,0.0,0.2,0,0.0,0.0,397,19850,31760,198,2117.3,0.0,66.38,10620.9,3182.8,50.2
yeasy/docker_practice,https://github.com/yeasy/docker_practice,Go,25988,2014-09-05T04:06:39Z,0,3,160.11,0.0,35.96513888888889,103,0.4385,0,0.0,1,1.0,1,0.98,0,12.212,0.458,339.81,0.27,18,0.0,0.0,1407,70350,112560,703,7504.0,0.0,208.85,33416.3,10435.3,80.6
stretchr/testify,https://github.com/stretchr/testify,Go,25948,2012-10-16T16:43:17Z,16,3,160.15,82.97972222222222,383.3436111111111,257,0.12,74,0.0,1,3.0,1,0.82,0,14.345,-0.2028,199.0,0.08,0,0.0022,0.0,1075,53750,86000,537,5733.3,21325.8,157.44,25190.0,14302.4,82.5
trufflesecurity/trufflehog,https://github.com/trufflesecurity/trufflehog,Go,25903,2016-12-31T05:08:12Z,0,3,160.0,750.6541666666667,198.68416666666667,178,0.1293,32,0.0,1,3.0,1,0.88,0,9.006,0.1154,6.21,0.01,0,0.0017,0.0,3572,178600,285760,1786,19050.7,133616.4,555.5,88880.6,67386.4,83.7
sirupsen/logrus,https://github.com/sirupsen/logrus,Go,25715,2013-10-16T19:08:55Z,46,3,160.0,0.0,1072.2980555555555,240,0.3002,0,0.0,1,1.0,1,0.96,0,15.278,-1.0664,229.98,0.28,0,0.0,0.0,1226,61300,98080,613,6538.7,0.0,180.74,28917.8,9052.9,78.2
dapr/dapr,https://github.com/dapr/dapr,Go,25702,2019-06-19T00:49:06Z,0,3,160.0,0.0,0.0,307,0.1518,0,0.0,1,4.0,1,0.8,1,11.549,0.0,2.09,0.02,0,0.0245,0.0,6586,329300,526880,3293,35125.3,0.0,1056.05,168967.3,51356.1,88.5
go-kratos/kratos,https://github.com/go-kratos/kratos,Go,25639,2019-01-10T10:42:31Z,21,3,160.0,0.0,0.0,290,0.137,0,0.0,1,2.0,1,0.66,0,10.109,0.0,39.72,0.08,0,0.0114,0.0,1620,81000,129600,810,8640.0,0.0,242.17,38747.2,12069.4,81.9
kataras/iris,https://github.com/kataras/iris,Go,25595,2016-01-30T04:36:48Z,99,3,160.07,5.723611111111111,9.789305555555556,104,0.8696,33,0.0,1,0.0,1,1.0,0,9.365,0.0,193.5,0.25,0,0.063,0.0,2355,117750,188400,1177,12560.0,595.3,430.43,68868.6,20232.3,68.1
rancher/rancher,https://github.com/rancher/rancher,Go,25523,2014-11-07T20:49:31Z,0,3,160.0,10.536805555555556,57.62972222222222,288,0.1438,48,0.0,1,1.0,1,0.76,1,11.973,-0.1329,3.33,0.0,0,0.124,0.0,11486,574300,918880,5743,61258.7,3034.6,1893.68,302989.1,92137.6,88.6
asdf-vm/asdf,https://github.com/asdf-vm/asdf,Go,25295,2014-11-29T04:41:43Z,1,3,160.0,33.36708333333333,141.99527777777777,256,0.4029,86,0.0,1,1.0,1,0.76,1,13.95,0.4266,71.7,0.21,0,0.3928,0.0,1864,93200,149120,932,9941.3,8542.0,280.61,44897.1,16512.7,85.9
gocolly/colly,https://github.com/gocolly/colly,Go,25250,2017-09-29T14:08:49Z,0,3,160.22,0.0,0.0,111,0.5902,0,0.0,1,1.0,1,0.86,0,16.732,0.0,0.0,0.08,0,0.006,0.0,715,35750,57200,357,3813.3,0.0,102.6,16416.1,5189.9,74.8
pulumi/pulumi,https://github.com/pulumi/pulumi,Go,25093,2016-10-31T21:02:47Z,0,3,160.01,2.6461111111111117,12.068888888888887,331,0.1478,87,0.0,1,1.0,1,0.22,1,13.271,-0.1294,2.65,0.03,0,0.281,0.0,12851,642550,1028080,6425,68538.7,875.9,2130.66,340905.1,102713.1,88.5
tsenart/vegeta,https://github.com/tsenart/vegeta,Go,25011,2013-08-13T11:45:21Z,67,3,160.0,0.0,0.0,66,0.8262,0,0.0,1,0.0,1,0.7609,0,16.825,0.0,0.0,0.42,0,0.0277,0.0,604,30200,48320,302,3221.3,0.0,103.13,16501.4,4910.9,65.2
